path,title,doc_kind,directory,sha256,body_sha256,line_count,heading_count,first_heading,code_fence_count,mermaid_fence_count,link_count,image_ref_count
docs/audits/session-lifecycle-state-machine.md,Audit: Session Lifecycle State Machine,audit,docs/audits,e1e3b808d9887046,e1e3b808d9887046,56,7,Audit: Session Lifecycle State Machine,1,1,0,0
docs/audits/tests/test-cleanup-roadmap.md,Test Cleanup Roadmap,audit,docs/audits/tests,4ba44e88e5bab51b,4ba44e88e5bab51b,232,10,Test Cleanup Roadmap,2,0,0,0
docs/audits/tests/test-quality-taxonomy.md,Test Quality Taxonomy,audit,docs/audits/tests,467f436fb2714d2d,467f436fb2714d2d,23,1,Test Quality Taxonomy,0,0,0,0
docs/audits/tests/test-suite-quality-audit.md,Test Suite Quality Audit,audit,docs/audits/tests,94660c0db77a17eb,94660c0db77a17eb,184,16,Test Suite Quality Audit,0,0,0,0
docs/audits/tool-determinism-inventory.md,Tool Determinism Inventory,audit,docs/audits,de180e296232388e,de180e296232388e,66,6,Tool Determinism Inventory,0,0,4,0
docs/audits/tool-execution-artifact-safety-boundary.md,Audit: Tool Execution and Artifact Safety Boundary,audit,docs/audits,ace2814e04398910,ace2814e04398910,39,7,Audit: Tool Execution and Artifact Safety Boundary,0,0,0,0
docs/audits/tool-hardening/bash-deterministic-envelope.md,Bash Deterministic Tool Envelope,audit,docs/audits/tool-hardening,7426af2c1bd6401a,7426af2c1bd6401a,161,13,Bash Deterministic Tool Envelope,0,0,0,0
docs/audits/tool-hardening/mutation-tool-contract-matrix.md,Mutation Tool Contract Matrix,audit,docs/audits/tool-hardening,22cf749831c4b739,22cf749831c4b739,78,9,Mutation Tool Contract Matrix,0,0,0,0
docs/audits/tool-hardening/orchestration-tool-hardening-gaps.md,Orchestration Tool Hardening Gaps,audit,docs/audits/tool-hardening,dcc294ced97a16f6,dcc294ced97a16f6,51,7,Orchestration Tool Hardening Gaps,0,0,0,0
docs/audits/tool-hardening/read-only-inspection-tool-gaps.md,Read-Only Inspection Tool Gaps,audit,docs/audits/tool-hardening,be3636accef37e83,be3636accef37e83,66,9,Read-Only Inspection Tool Gaps,0,0,0,0
docs/audits/tool-hardening/search-replace-final-gaps.md,SearchReplace Final Gaps,audit,docs/audits/tool-hardening,6b602a9ee05d5ccc,6b602a9ee05d5ccc,43,5,SearchReplace Final Gaps,0,0,0,0
docs/audits/tool-hardening/search-replace-patch-contract.md,SearchReplace Patch Contract,audit,docs/audits/tool-hardening,24c64d5c16c50ae1,24c64d5c16c50ae1,292,25,SearchReplace Patch Contract,2,0,0,0
docs/audits/tool-hardening/tool-hardening-implementation-roadmap.md,Tool Hardening Implementation Roadmap,audit,docs/audits/tool-hardening,cec79aa6cc060ab6,cec79aa6cc060ab6,218,9,Tool Hardening Implementation Roadmap,0,0,0,0
docs/audits/tool-hardening/tool-hardening-roadmap-audit.md,Tool Hardening Roadmap Audit,audit,docs/audits/tool-hardening,e19ddeda787cdf3b,e19ddeda787cdf3b,423,18,Tool Hardening Roadmap Audit,0,0,0,0
docs/audits/tool-hardening/write-file-final-gaps.md,WriteFile Hardening State,audit,docs/audits/tool-hardening,15571af81da94a57,15571af81da94a57,32,5,WriteFile Hardening State,0,0,0,0
docs/audits/tool-hardening/write-file-legacy-result-content-audit.md,WriteFile Legacy Result Content Audit,audit,docs/audits/tool-hardening,e0b7287f523607aa,e0b7287f523607aa,87,10,WriteFile Legacy Result Content Audit,0,0,0,0
docs/audits/tool-hardening/write-file-receipt-gap-closure.md,WriteFile Receipt Gap Closure,audit,docs/audits/tool-hardening,dab2451a3c912dd4,dab2451a3c912dd4,109,11,WriteFile Receipt Gap Closure,0,0,0,0
docs/audits/tool-usage-analysis/schema-gaps.md,Schema Gaps,audit,docs/audits/tool-usage-analysis,df81f82716eef503,df81f82716eef503,18,1,Schema Gaps,0,0,0,0
docs/audits/tool-usage-analysis/tool-hardening-priority.md,Tool Hardening Priority,audit,docs/audits/tool-usage-analysis,ba941a6fb9bad57a,ba941a6fb9bad57a,96,11,Tool Hardening Priority,0,0,0,0
docs/audits/tool-usage-analysis/tool-usage-summary.md,Local Relay Tool Usage Summary,audit,docs/audits/tool-usage-analysis,7f7f7e1ce3259e8e,7f7f7e1ce3259e8e,66,6,Local Relay Tool Usage Summary,0,0,0,0
docs/audits/ui/textual-rig-console-maturity-audit.md,Textual Rig Console Maturity Audit,audit,docs/audits/ui,38e99375f51023e0,38e99375f51023e0,86,12,Textual Rig Console Maturity Audit,0,0,0,0
docs/audits/validate-tool/bash-usage-audit.md,Bash Usage Audit for Validate Design,audit,docs/audits/validate-tool,24daae6dda9eff10,24daae6dda9eff10,185,13,Bash Usage Audit for Validate Design,0,0,0,0
docs/audits/validate-tool/validate-blocker-taxonomy.md,Validate Blocker Taxonomy,audit,docs/audits/validate-tool,0335c082f87f2efc,0335c082f87f2efc,174,19,Validate Blocker Taxonomy,0,0,0,0
docs/audits/validate-tool/validate-convergence-audit.md,Validate Workstream Convergence Audit,audit,docs/audits/validate-tool,2fa28300a9e5392a,2fa28300a9e5392a,308,30,Validate Workstream Convergence Audit,3,0,0,0
docs/audits/validate-tool/validate-implementation-roadmap.md,Validate Implementation Roadmap,audit,docs/audits/validate-tool,dfeced15efad8b35,dfeced15efad8b35,475,11,Validate Implementation Roadmap,0,0,0,0
docs/audits/validate-tool/validate-profile-taxonomy.md,Validate Profile Taxonomy,audit,docs/audits/validate-tool,9051852eb2227177,9051852eb2227177,324,19,Validate Profile Taxonomy,0,0,0,0
docs/audits/validate-tool/validate-tool-contract.md,Validate Tool Contract,audit,docs/audits/validate-tool,ba0e3392d63301d5,ba0e3392d63301d5,286,20,Validate Tool Contract,0,0,0,0
docs/audits/vibe-cli-purge-inventory.md,Vibe CLI Purge Inventory,audit,docs/audits,11403378d0063763,11403378d0063763,90,13,Vibe CLI Purge Inventory,0,0,4,0
docs/audits/vibe-legacy-boundary-inventory.md,Vibe Legacy Boundary Inventory,audit,docs/audits,fab4855028de4c25,fab4855028de4c25,177,17,Vibe Legacy Boundary Inventory,0,0,4,0
docs/audits/vscodium-shell-lane/architecture-options.md,Architecture Options: VSCodium Shell Lane,audit,docs/audits/vscodium-shell-lane,12202d67538e90d4,12202d67538e90d4,43,6,Architecture Options: VSCodium Shell Lane,0,0,0,0
docs/audits/vscodium-shell-lane/compatibility-with-chatgpt-macos.md,ChatGPT macOS Compatibility Audit,audit,docs/audits/vscodium-shell-lane,6e8ad7237d75d502,6e8ad7237d75d502,31,6,ChatGPT macOS Compatibility Audit,0,0,0,0
docs/audits/vscodium-shell-lane/current-rig-reuse-map.md,Current Rig Reuse Map,audit,docs/audits/vscodium-shell-lane,fb0d778fb9d66fc1,fb0d778fb9d66fc1,20,2,Current Rig Reuse Map,0,0,0,0
docs/audits/vscodium-shell-lane/effort-estimate.md,Effort Estimate: VSCodium Shell Lane,audit,docs/audits/vscodium-shell-lane,708c1478a7bf4b0a,708c1478a7bf4b0a,25,3,Effort Estimate: VSCodium Shell Lane,0,0,0,0
docs/audits/vscodium-shell-lane/executive-summary.md,Executive Summary: VSCodium Shell Lane for Rig Relay,audit,docs/audits/vscodium-shell-lane,c01a3f4b24f103c9,c01a3f4b24f103c9,33,7,Executive Summary: VSCodium Shell Lane for Rig Relay,0,0,0,0
docs/audits/vscodium-shell-lane/extension-api-study.md,VSCodium Extension API Study,audit,docs/audits/vscodium-shell-lane,c651ce79bb2e0d2e,c651ce79bb2e0d2e,37,5,VSCodium Extension API Study,0,0,0,0
docs/audits/vscodium-shell-lane/extension-spike-results.md,Audit: VSCodium Extension Feasibility Spike Results,audit,docs/audits/vscodium-shell-lane,6e49c8149eaf1a00,6e49c8149eaf1a00,43,10,Audit: VSCodium Extension Feasibility Spike Results,0,0,0,0
docs/audits/vscodium-shell-lane/final-recommendation.md,Final Recommendation: VSCodium Shell Lane,audit,docs/audits/vscodium-shell-lane,5a99ebd116a81c45,5a99ebd116a81c45,30,7,Final Recommendation: VSCodium Shell Lane,0,0,0,0
docs/audits/vscodium-shell-lane/product-surface.md,Product Surface: Rig MVP for VSCodium,audit,docs/audits/vscodium-shell-lane,8e87b02fe742e253,8e87b02fe742e253,41,9,Product Surface: Rig MVP for VSCodium,0,0,0,0
docs/audits/vscodium-shell-lane/protocol-design.md,Protocol Design: Extension ↔ Rig Daemon,audit,docs/audits/vscodium-shell-lane,b513647048892424,b513647048892424,57,7,Protocol Design: Extension ↔ Rig Daemon,2,0,0,0
docs/audits/vscodium-shell-lane/risk-register.md,Risk Register: VSCodium Shell Lane,audit,docs/audits/vscodium-shell-lane,bfe9ea7346a6fa9c,bfe9ea7346a6fa9c,21,2,Risk Register: VSCodium Shell Lane,0,0,0,0
docs/conversations/2025-06-13--rig-relay--no-phase--test-suite-quality-audit--summary.md,Conversation Summary: Test Suite Quality Audit,conversation,docs/conversations,a6f4e94897e44608,a6f4e94897e44608,43,7,Conversation Summary: Test Suite Quality Audit,0,0,0,0
docs/conversations/2026-05-13--rig-relay--phase-1--receipt-gated-protected-intents--summary.md,2026-05-13 — Phase 1: Receipt-Gated Protected Intents,conversation,docs/conversations,c6201562997b18ab,c6201562997b18ab,28,7,2026-05-13 — Phase 1: Receipt-Gated Protected Intents,0,0,0,0
docs/conversations/2026-05-13--rig-relay--phase-3--desktop-projection-shell-pattern-port.md,Desktop Projection Shell Pattern Port,conversation,docs/conversations,76b06331fcab8349,76b06331fcab8349,54,9,Desktop Projection Shell Pattern Port,0,0,0,0
docs/conversations/2026-05-13--rig-relay--phase-3--facade-extraction-tool-hardening-search-replace--summary.md,Rig Relay — Phase 3: Facade Extraction & Tool Hardening (search_replace),conversation,docs/conversations,daa34c9383244595,daa34c9383244595,222,28,Rig Relay — Phase 3: Facade Extraction & Tool Hardening (search_replace),6,0,0,0
docs/conversations/2026-05-13--rig-relay--phase-a-j--orchestration-dataset-control-plane--summary.md,Rig Relay — Complete Conversation Summary,conversation,docs/conversations,9746339402f85e92,9746339402f85e92,340,29,Rig Relay — Complete Conversation Summary,5,0,0,0
docs/conversations/2026-05-13--rig-relay--phase-o-q--commercial-license-observations-demo--summary.md,Comprehensive Conversation Summary,conversation,docs/conversations,0aef8285da3939e1,0aef8285da3939e1,420,57,Comprehensive Conversation Summary,1,0,0,0
docs/conversations/2026-05-13--rig-relay--phase-p3--audit-trail-adapter-coordination--summary.md,2026 05 13  Rig Relay  Phase P3  Audit Trail Adapter Coordination  Summary,conversation,docs/conversations,027d838f75685be2,027d838f75685be2,270,23,1. User's Primary Goals and Intent,6,0,0,0
docs/conversations/2026-05-14--rig-relay--phase-3-to-5--fleet-coordination-completion--summary.md,Fleet Coordination Completion — Phases 3–5,conversation,docs/conversations,b46013fc477e10a8,b46013fc477e10a8,198,36,Fleet Coordination Completion — Phases 3–5,0,0,0,0
docs/conversations/2026-05-14--rig-relay--phase-k--context-compiler-phase-3-repo-index--summary.md,Phase 3: RepoContextIndex — DuckDB-backed constrained retrieval,conversation,docs/conversations,93ae0a1a82f687a6,93ae0a1a82f687a6,70,13,Phase 3: RepoContextIndex — DuckDB-backed constrained retrieval,0,0,0,0
docs/conversations/2026-05-14--rig-relay--phase-n--drive-dep-isolation-stale-lease-cleanup--handoff.md,Rig Relay — Conversation Summary,conversation,docs/conversations,6df0986d6073e876,6df0986d6073e876,64,9,Rig Relay — Conversation Summary,0,0,0,0
docs/conversations/README.md,Conversation Summaries,conversation,docs/conversations,6e4087ac98d884e0,6e4087ac98d884e0,43,3,Conversation Summaries,1,0,10,0
docs/demo/mcp-night-demo.md,MCP Night Demo — Fresh-Clone Walkthrough,demo,docs/demo,ef59a0106dbe2a05,ef59a0106dbe2a05,207,24,MCP Night Demo — Fresh-Clone Walkthrough,9,0,0,0
docs/demo/mcp-night-development-harness-demo.md,MCP Night — Rig Relay Development Harness Demo,demo,docs/demo,e200c79ba1e595b4,e200c79ba1e595b4,236,17,MCP Night — Rig Relay Development Harness Demo,6,0,0,0
docs/dogfood/rig-relay-self-dogfood.md,Rig Relay Self-Dogfood Workflow,dogfood_proof,docs/dogfood,65fcc861c4c26417,65fcc861c4c26417,346,27,Rig Relay Self-Dogfood Workflow,12,0,50,0
docs/evidence/README.md,Rig Relay Evidence,evidence,docs/evidence,6615cc0591bf83e0,6615cc0591bf83e0,18,1,Rig Relay Evidence,0,0,1,0
docs/evidence/validation.md,Evidence Validation,evidence,docs/evidence,e49f8029fb99c136,e49f8029fb99c136,152,9,Evidence Validation,2,0,0,0
docs/findings/language-practices/python.md,Python Language Practices,unknown,docs/findings/language-practices,f9b090feb341d160,f9b090feb341d160,96,8,Python Language Practices,2,0,7,0
docs/findings/out-of-scope-findings.md,Out-of-Scope Findings Registry,unknown,docs/findings,4e2d2e6337866cde,4e2d2e6337866cde,126,15,Out-of-Scope Findings Registry,1,0,1,0
docs/governance/agent-loop-boundary.md,Agent Loop Boundary,governance,docs/governance,d840b201ae6b5833,d840b201ae6b5833,80,7,Agent Loop Boundary,1,0,0,0
docs/governance/artifact-tracking-policy.md,Artifact Tracking Policy,governance,docs/governance,fcc9e8d472f22281,fcc9e8d472f22281,47,7,Artifact Tracking Policy,0,0,0,0
docs/governance/audit-trail-tamper-evidence.md,Audit Trail Tamper-Evidence Design,governance,docs/governance,e6e70546f076396f,e6e70546f076396f,294,23,Audit Trail Tamper-Evidence Design,7,0,0,0
docs/governance/audit-trail.md,Audit Trail Store,governance,docs/governance,745313dd09bd5632,745313dd09bd5632,91,11,Audit Trail Store,0,0,1,0
docs/governance/beta-telemetry-onboarding.md,Beta Telemetry Onboarding,governance,docs/governance,4a7b918668eeb83b,4a7b918668eeb83b,123,12,Beta Telemetry Onboarding,0,0,0,0
docs/governance/context-compiler.md,Context Compiler Doctrine,governance,docs/governance,2197b57a87ada0d0,2197b57a87ada0d0,68,6,Context Compiler Doctrine,0,0,0,0
docs/governance/context-observability.md,Context Observability Doctrine,governance,docs/governance,5bac452134f09854,5bac452134f09854,79,7,Context Observability Doctrine,2,0,0,0
docs/governance/context-optimization-codecs.md,Context Optimization Codecs,governance,docs/governance,5d8654fc21ee82db,5d8654fc21ee82db,167,19,Context Optimization Codecs,3,0,0,0
docs/governance/coordination-ownership-policy.md,Coordination Ownership Policy,governance,docs/governance,c99a398df29343fd,c99a398df29343fd,113,11,Coordination Ownership Policy,1,0,0,0
docs/governance/cross-session-coordination.md,Cross-Session Coordination,governance,docs/governance,e57976b8d970354d,e57976b8d970354d,382,28,Cross-Session Coordination,5,0,9,0
docs/governance/debug-bundle-policy.md,Debug Bundle Policy,governance,docs/governance,ff981d123dabb438,ff981d123dabb438,36,5,Debug Bundle Policy,0,0,3,0
docs/governance/delegate-fleet-orchestration.md,Delegate/Fleet Orchestration Doctrine,governance,docs/governance,f3ddbf77d94a32cb,f3ddbf77d94a32cb,372,25,Delegate/Fleet Orchestration Doctrine,4,0,13,0
docs/governance/dependency-policy.md,Rig Relay Dependency Policy,governance,docs/governance,b35966d8ef7e4af3,b35966d8ef7e4af3,98,10,Rig Relay Dependency Policy,0,0,6,0
docs/governance/desktop-cockpit-ui.md,Rig Relay Desktop Cockpit UI,governance,docs/governance,5ff910190314cb50,5ff910190314cb50,617,57,Rig Relay Desktop Cockpit UI,6,0,8,0
docs/governance/desktop-hitl-boundary.md,Desktop HITL Boundary,governance,docs/governance,5920278045b07b30,5920278045b07b30,155,13,Desktop HITL Boundary,2,0,0,0
docs/governance/execution-progress-projection.md,ExecutionProgressProjection — Design,governance,docs/governance,7b8819a34612087b,7b8819a34612087b,259,22,ExecutionProgressProjection — Design,1,0,5,0
docs/governance/fleet-coordination-plane.md,Rig Fleet Coordination Plane,governance,docs/governance,56c55a6c274edffa,56c55a6c274edffa,324,39,Rig Fleet Coordination Plane,2,0,0,0
docs/governance/frontend-rendering-safety.md,Frontend Rendering Safety Doctrine,governance,docs/governance,6508b9cecd0bf4a7,6508b9cecd0bf4a7,121,15,Frontend Rendering Safety Doctrine,0,0,5,0
docs/governance/future-passkey-plan.md,Future Passkey Plan,governance,docs/governance,277ef9cf5167e3d8,277ef9cf5167e3d8,30,5,Future Passkey Plan,0,0,2,0
docs/governance/identity-provider-policy.md,Identity Provider Policy,governance,docs/governance,ceebe5810d51376d,ceebe5810d51376d,201,22,Identity Provider Policy,2,0,11,0
docs/governance/mission-context-packets.md,Mission Context Packets,governance,docs/governance,ab70f65b4c3e2859,ab70f65b4c3e2859,68,8,Mission Context Packets,0,0,0,0
docs/governance/mission-envelope.md,Mission Envelope,governance,docs/governance,e5741ea88883a8e0,e5741ea88883a8e0,72,6,Mission Envelope,1,0,0,0
docs/governance/mission-router.md,Rig Mission Router — Phase 0,governance,docs/governance,c11bb87ff71d7d9e,c11bb87ff71d7d9e,65,8,Rig Mission Router — Phase 0,0,0,0,0
docs/governance/model-observation-dataset.md,Model Observation Dataset,governance,docs/governance,8f46970c736ca014,8f46970c736ca014,268,19,Model Observation Dataset,0,0,8,0
docs/governance/provider-onboarding-policy.md,Provider Onboarding Policy,governance,docs/governance,b93bc6facef4b419,b93bc6facef4b419,138,13,Provider Onboarding Policy,0,0,7,0
docs/governance/ralph-background-loop.md,Ralph — Governed Background Maintenance Loop,governance,docs/governance,eba15e50bf6a66bb,eba15e50bf6a66bb,120,11,Ralph — Governed Background Maintenance Loop,2,0,0,0
docs/governance/ralph-worktree-lanes.md,Ralph Worktree Lanes — Background Isolation Model,governance,docs/governance,e9c3eb9f70947fc0,e9c3eb9f70947fc0,76,8,Ralph Worktree Lanes — Background Isolation Model,1,0,0,0
docs/governance/receipt-envelope.md,Receipt Envelope,governance,docs/governance,38cf64e3aafee34b,38cf64e3aafee34b,154,18,Receipt Envelope,1,0,7,0
docs/governance/relay-desktop-projection-contract.md,Relay Desktop Projection Contract,governance,docs/governance,bd30099e5c31312d,bd30099e5c31312d,252,19,Relay Desktop Projection Contract,0,0,6,0
docs/governance/relay-local-remote-boundary.md,Relay Local/Remote Authority Boundary,governance,docs/governance,4bda6dd2d715ed6f,4bda6dd2d715ed6f,126,15,Relay Local/Remote Authority Boundary,0,0,7,0
docs/governance/relay-surface-matrix.md,Relay Surface Matrix,governance,docs/governance,57db3ebd79dc3f37,57db3ebd79dc3f37,31,5,Relay Surface Matrix,0,0,3,0
docs/governance/reviewer-orchestrator.md,Reviewer Orchestrator Doctrine,governance,docs/governance,4b858fece1bae462,4b858fece1bae462,227,20,Reviewer Orchestrator Doctrine,1,0,12,0
docs/governance/rig-to-relay-pattern-inventory.md,Rig-to-Relay Pattern Inventory,governance,docs/governance,8afc958af9493bd9,8afc958af9493bd9,157,16,Rig-to-Relay Pattern Inventory,0,0,4,0
docs/governance/rig-to-relay-porting-doctrine.md,Rig-to-Relay Porting Doctrine,governance,docs/governance,60357fbb1298010a,60357fbb1298010a,123,18,Rig-to-Relay Porting Doctrine,0,0,9,0
docs/governance/runtime-context-resolver.md,Runtime Context Resolver,governance,docs/governance,ae58609f1322bd6c,ae58609f1322bd6c,50,7,Runtime Context Resolver,0,0,1,0
docs/governance/runtime-port-status.md,Runtime Port Status Normalization,governance,docs/governance,ec754be4813bc5e5,ec754be4813bc5e5,101,9,Runtime Port Status Normalization,0,0,0,0
docs/governance/runtime-supervisor.md,RuntimeSupervisor Architecture,governance,docs/governance,9ead5289dbf23362,9ead5289dbf23362,242,27,RuntimeSupervisor Architecture,3,0,1,0
docs/governance/runtime-tool-invocation-adapter-implementation.md,Runtime Tool Invocation Adapter — Implementation,governance,docs/governance,46698a703b878366,46698a703b878366,154,23,Runtime Tool Invocation Adapter — Implementation,1,0,1,0
docs/governance/runtime-tool-invocation-adapter.md,Runtime Tool Invocation Adapter,governance,docs/governance,f9a9ce704e239030,f9a9ce704e239030,105,13,Runtime Tool Invocation Adapter,0,0,1,0
docs/governance/runtime-tool-invocation-dry-run.md,Runtime Tool Invocation Dry-Run,governance,docs/governance,4475fccab5c56d79,4475fccab5c56d79,57,8,Runtime Tool Invocation Dry-Run,0,0,0,0
docs/governance/runtime-tool-invocation-execution.md,Runtime Tool Invocation Execution,governance,docs/governance,6898a1737b185e97,6898a1737b185e97,343,29,Runtime Tool Invocation Execution,1,0,0,0
